tick,position,velocity,acceleration
0,0,0,2
1,0.0006250000000000001,0.05,2
2,0.0025000000000000005,0.1,2
3,0.0056250000000000015,0.15000000000000002,2
4,0.010000000000000002,0.2,2
5,0.015625000000000003,0.25,2
6,0.022500000000000006,0.3,2
7,0.030625000000000006,0.35,2
8,0.04000000000000001,0.39999999999999997,2
9,0.050625,0.44999999999999996,2
10,0.0625,0.49999999999999994,2
11,0.075625,0.5499999999999999,2
12,0.09,0.6,2
13,0.105625,0.65,2
14,0.1225,0.7000000000000001,2
15,0.140625,0.7500000000000001,2
16,0.15999999999999998,0.8000000000000002,2
17,0.18062499999999998,0.8500000000000002,2
18,0.20249999999999996,0.9000000000000002,2
19,0.22562499999999996,0.9500000000000003,2
20,0.24999999999999994,1.0000000000000002,2
21,0.27562499999999995,1.0500000000000003,2
22,0.30249999999999994,1.1000000000000003,2
23,0.33062499999999995,1.1500000000000004,2
24,0.35999999999999993,1.2000000000000004,2
25,0.39062499999999994,1.2500000000000004,2
26,0.42249999999999993,1.3000000000000005,2
27,0.45562499999999995,1.3500000000000005,2
28,0.48999999999999994,1.4000000000000006,2
29,0.5256249999999999,1.4500000000000006,2
30,0.5624999999999999,1.5000000000000007,2
31,0.6006249999999999,1.5500000000000007,2
32,0.6399999999999999,1.6000000000000008,2
33,0.6806249999999999,1.6500000000000008,2
34,0.7224999999999999,1.7000000000000008,2
35,0.7656249999999999,1.7500000000000009,2
36,0.8099999999999999,1.800000000000001,2
37,0.855625,1.850000000000001,2
38,0.9025,1.900000000000001,2
39,0.9506249999999999,1.950000000000001,2
40,1,2.000000000000001,2
41,1.0506250000000001,2.0500000000000007,2
42,1.1025000000000003,2.1000000000000005,2
43,1.1556250000000003,2.1500000000000004,2
44,1.2100000000000004,2.2,2
45,1.2656250000000004,2.25,2
46,1.3225000000000005,2.3,2
47,1.3806250000000004,2.3499999999999996,2
48,1.4400000000000006,2.3999999999999995,2
49,1.5006250000000008,2.4499999999999993,2
50,1.5625000000000009,2.499999999999999,2
51,1.625625000000001,2.549999999999999,2
52,1.690000000000001,2.5999999999999988,2
53,1.755625000000001,2.6499999999999986,2
54,1.8225000000000011,2.6999999999999984,2
55,1.890625000000001,2.7499999999999982,2
56,1.960000000000001,2.799999999999998,2
57,2.030625000000001,2.849999999999998,2
58,2.102500000000001,2.8999999999999977,2
59,2.1756250000000006,2.9499999999999975,2
60,2.2500000000000004,2.9999999999999973,2
61,2.325625,3.049999999999997,2
62,2.4025,3.099999999999997,2
63,2.480625,3.149999999999997,2
64,2.5599999999999996,3.1999999999999966,2
65,2.6406249999999996,3.2499999999999964,2
66,2.7224999999999993,3.2999999999999963,2
67,2.805624999999999,3.349999999999996,2
68,2.889999999999999,3.399999999999996,2
69,2.9756249999999986,3.4499999999999957,2
70,3.0624999999999982,3.4999999999999956,2
71,3.150624999999998,3.5499999999999954,2
72,3.239999999999998,3.599999999999995,2
73,3.3306249999999977,3.649999999999995,2
74,3.4224999999999977,3.699999999999995,2
75,3.5156249999999973,3.7499999999999947,2
76,3.609999999999997,3.7999999999999945,2
77,3.705624999999997,3.8499999999999943,2
78,3.8024999999999967,3.899999999999994,2
79,3.9006249999999962,3.949999999999994,2
80,3.999999999999996,3.999999999999994,0
81,4.099999999999996,3.999999999999994,0
82,4.199999999999996,3.999999999999994,0
83,4.299999999999995,3.999999999999994,0
84,4.399999999999995,3.999999999999994,0
85,4.499999999999995,3.999999999999994,0
86,4.599999999999994,3.999999999999994,0
87,4.699999999999994,3.999999999999994,0
88,4.799999999999994,3.999999999999994,0
89,4.899999999999993,3.999999999999994,0
90,4.999999999999993,3.999999999999994,0
91,5.0999999999999925,3.999999999999994,0
92,5.199999999999992,3.999999999999994,0
93,5.299999999999992,3.999999999999994,0
94,5.3999999999999915,3.999999999999994,0
95,5.499999999999991,3.999999999999994,0
96,5.599999999999991,3.999999999999994,0
97,5.69999999999999,3.999999999999994,0
98,5.79999999999999,3.999999999999994,0
99,5.89999999999999,3.999999999999994,0
100,5.999999999999989,3.999999999999994,0
101,6.099999999999989,3.999999999999994,0
102,6.199999999999989,3.999999999999994,0
103,6.299999999999988,3.999999999999994,0
104,6.399999999999988,3.999999999999994,0
105,6.499999999999988,3.999999999999994,0
106,6.599999999999987,3.999999999999994,0
107,6.699999999999987,3.999999999999994,0
108,6.7999999999999865,3.999999999999994,0
109,6.899999999999986,3.999999999999994,0
110,6.999999999999986,3.999999999999994,0
111,7.099999999999985,3.999999999999994,0
112,7.199999999999985,3.999999999999994,0
113,7.299999999999985,3.999999999999994,0
114,7.399999999999984,3.999999999999994,0
115,7.499999999999984,3.999999999999994,0
116,7.599999999999984,3.999999999999994,0
117,7.699999999999983,3.999999999999994,0
118,7.799999999999983,3.999999999999994,0
119,7.899999999999983,3.999999999999994,0
120,7.999999999999982,3.999999999999994,0
121,8.099999999999982,3.999999999999994,0
122,8.199999999999982,3.999999999999994,0
123,8.299999999999981,3.999999999999994,0
124,8.39999999999998,3.999999999999994,0
125,8.49999999999998,3.999999999999994,0
126,8.59999999999998,3.999999999999994,0
127,8.69999999999998,3.999999999999994,0
128,8.79999999999998,3.999999999999994,0
129,8.899999999999979,3.999999999999994,0
130,8.999999999999979,3.999999999999994,0
131,9.099999999999978,3.999999999999994,0
132,9.199999999999978,3.999999999999994,0
133,9.299999999999978,3.999999999999994,0
134,9.399999999999977,3.999999999999994,0
135,9.499999999999977,3.999999999999994,0
136,9.599999999999977,3.999999999999994,0
137,9.699999999999976,3.999999999999994,0
138,9.799999999999976,3.999999999999994,0
139,9.899999999999975,3.999999999999994,0
140,9.999999999999975,3.999999999999994,0
141,10.099999999999975,3.999999999999994,0
142,10.199999999999974,3.999999999999994,0
143,10.299999999999974,3.999999999999994,0
144,10.399999999999974,3.999999999999994,0
145,10.499999999999973,3.999999999999994,0
146,10.599999999999973,3.999999999999994,0
147,10.699999999999973,3.999999999999994,0
148,10.799999999999972,3.999999999999994,0
149,10.899999999999972,3.999999999999994,0
150,10.999999999999972,3.999999999999994,0
151,11.099999999999971,3.999999999999994,0
152,11.19999999999997,3.999999999999994,0
153,11.29999999999997,3.999999999999994,0
154,11.39999999999997,3.999999999999994,0
155,11.49999999999997,3.999999999999994,0
156,11.59999999999997,3.999999999999994,0
157,11.699999999999969,3.999999999999994,0
158,11.799999999999969,3.999999999999994,0
159,11.899999999999968,3.999999999999994,0
160,11.999999999999968,3.999999999999994,0
161,12.099999999999968,3.999999999999994,0
162,12.199999999999967,3.999999999999994,0
163,12.299999999999967,3.999999999999994,0
164,12.399999999999967,3.999999999999994,0
165,12.499999999999966,3.999999999999994,0
166,12.599999999999966,3.999999999999994,0
167,12.699999999999966,3.999999999999994,0
168,12.799999999999965,3.999999999999994,0
169,12.899999999999965,3.999999999999994,0
170,12.999999999999964,3.999999999999994,0
171,13.099999999999964,3.999999999999994,0
172,13.199999999999964,3.999999999999994,0
173,13.299999999999963,3.999999999999994,0
174,13.399999999999963,3.999999999999994,0
175,13.499999999999963,3.999999999999994,0
176,13.599999999999962,3.999999999999994,0
177,13.699999999999962,3.999999999999994,0
178,13.799999999999962,3.999999999999994,0
179,13.899999999999961,3.999999999999994,0
180,13.999999999999961,3.999999999999994,0
181,14.09999999999996,3.999999999999994,0
182,14.19999999999996,3.999999999999994,0
183,14.29999999999996,3.999999999999994,0
184,14.39999999999996,3.999999999999994,0
185,14.49999999999996,3.999999999999994,0
186,14.599999999999959,3.999999999999994,0
187,14.699999999999958,3.999999999999994,0
188,14.799999999999958,3.999999999999994,0
189,14.899999999999958,3.999999999999994,0
190,14.999999999999957,3.999999999999994,0
191,15.099999999999957,3.999999999999994,0
192,15.199999999999957,3.999999999999994,0
193,15.299999999999956,3.999999999999994,0
194,15.399999999999956,3.999999999999994,0
195,15.499999999999956,3.999999999999994,0
196,15.599999999999955,3.999999999999994,0
197,15.699999999999955,3.999999999999994,0
198,15.799999999999955,3.999999999999994,0
199,15.899999999999954,3.999999999999994,0
200,15.999999999999954,3.999999999999994,0
201,16.099999999999955,3.999999999999994,0
202,16.199999999999957,3.999999999999994,0
203,16.299999999999958,3.999999999999994,0
204,16.39999999999996,3.999999999999994,0
205,16.49999999999996,3.999999999999994,0
206,16.599999999999962,3.999999999999994,0
207,16.699999999999964,3.999999999999994,0
208,16.799999999999965,3.999999999999994,0
209,16.899999999999967,3.999999999999994,0
210,16.999999999999968,3.999999999999994,0
211,17.09999999999997,3.999999999999994,0
212,17.19999999999997,3.999999999999994,0
213,17.299999999999972,3.999999999999994,0
214,17.399999999999974,3.999999999999994,0
215,17.499999999999975,3.999999999999994,0
216,17.599999999999977,3.999999999999994,0
217,17.699999999999978,3.999999999999994,0
218,17.79999999999998,3.999999999999994,0
219,17.89999999999998,3.999999999999994,0
220,17.999999999999982,3.999999999999994,0
221,18.099999999999984,3.999999999999994,0
222,18.199999999999985,3.999999999999994,0
223,18.299999999999986,3.999999999999994,0
224,18.399999999999988,3.999999999999994,0
225,18.49999999999999,3.999999999999994,0
226,18.59999999999999,3.999999999999994,0
227,18.699999999999992,3.999999999999994,0
228,18.799999999999994,3.999999999999994,0
229,18.899999999999995,3.999999999999994,0
230,18.999999999999996,3.999999999999994,0
231,19.099999999999998,3.999999999999994,0
232,19.2,3.999999999999994,0
233,19.3,3.999999999999994,0
234,19.400000000000002,3.999999999999994,0
235,19.500000000000004,3.999999999999994,0
236,19.600000000000005,3.999999999999994,0
237,19.700000000000006,3.999999999999994,0
238,19.800000000000008,3.999999999999994,0
239,19.90000000000001,3.999999999999994,0
240,20.00000000000001,3.999999999999994,0
241,20.100000000000012,3.999999999999994,0
242,20.200000000000014,3.999999999999994,0
243,20.300000000000015,3.999999999999994,0
244,20.400000000000016,3.999999999999994,0
245,20.500000000000018,3.999999999999994,0
246,20.60000000000002,3.999999999999994,0
247,20.70000000000002,3.999999999999994,0
248,20.800000000000022,3.999999999999994,0
249,20.900000000000023,3.999999999999994,0
250,21.000000000000025,3.999999999999994,0
251,21.100000000000026,3.999999999999994,0
252,21.200000000000028,3.999999999999994,0
253,21.30000000000003,3.999999999999994,0
254,21.40000000000003,3.999999999999994,0
255,21.500000000000032,3.999999999999994,0
256,21.600000000000033,3.999999999999994,0
257,21.700000000000035,3.999999999999994,0
258,21.800000000000036,3.999999999999994,0
259,21.900000000000038,3.999999999999994,0
260,22.00000000000004,3.999999999999994,0
261,22.10000000000004,3.999999999999994,0
262,22.200000000000042,3.999999999999994,0
263,22.300000000000043,3.999999999999994,0
264,22.400000000000045,3.999999999999994,0
265,22.500000000000046,3.999999999999994,0
266,22.600000000000048,3.999999999999994,0
267,22.70000000000005,3.999999999999994,0
268,22.80000000000005,3.999999999999994,0
269,22.900000000000052,3.999999999999994,0
270,23.000000000000053,3.999999999999994,0
271,23.100000000000055,3.999999999999994,0
272,23.200000000000056,3.999999999999994,0
273,23.300000000000058,3.999999999999994,0
274,23.40000000000006,3.999999999999994,0
275,23.50000000000006,3.999999999999994,0
276,23.600000000000062,3.999999999999994,0
277,23.700000000000063,3.999999999999994,0
278,23.800000000000065,3.999999999999994,0
279,23.900000000000066,3.999999999999994,0
280,24.000000000000068,3.999999999999994,0
281,24.10000000000007,3.999999999999994,0
282,24.20000000000007,3.999999999999994,0
283,24.30000000000007,3.999999999999994,0
284,24.400000000000073,3.999999999999994,0
285,24.500000000000075,3.999999999999994,0
286,24.600000000000076,3.999999999999994,0
287,24.700000000000077,3.999999999999994,0
288,24.80000000000008,3.999999999999994,0
289,24.90000000000008,3.999999999999994,0
290,25.00000000000008,3.999999999999994,0
291,25.100000000000083,3.999999999999994,0
292,25.200000000000085,3.999999999999994,0
293,25.300000000000086,3.999999999999994,0
294,25.400000000000087,3.999999999999994,0
295,25.50000000000009,3.999999999999994,0
296,25.60000000000009,3.999999999999994,0
297,25.70000000000009,3.999999999999994,0
298,25.800000000000093,3.999999999999994,0
299,25.900000000000095,3.999999999999994,0
300,26.000000000000096,3.999999999999994,0
301,26.100000000000097,3.999999999999994,0
302,26.2000000000001,3.999999999999994,0
303,26.3000000000001,3.999999999999994,0
304,26.4000000000001,3.999999999999994,0
305,26.500000000000103,3.999999999999994,0
306,26.600000000000104,3.999999999999994,0
307,26.700000000000106,3.999999999999994,0
308,26.800000000000107,3.999999999999994,0
309,26.90000000000011,3.999999999999994,0
310,27.00000000000011,3.999999999999994,0
311,27.10000000000011,3.999999999999994,0
312,27.200000000000113,3.999999999999994,0
313,27.300000000000114,3.999999999999994,0
314,27.400000000000116,3.999999999999994,0
315,27.500000000000117,3.999999999999994,0
316,27.60000000000012,3.999999999999994,0
317,27.70000000000012,3.999999999999994,0
318,27.80000000000012,3.999999999999994,0
319,27.900000000000123,3.999999999999994,0
320,28.000000000000124,3.999999999999994,-2
321,28.099375000000126,3.949999999999994,-2
322,28.197500000000126,3.899999999999994,-2
323,28.294375000000127,3.8499999999999943,-2
324,28.39000000000013,3.7999999999999945,-2
325,28.484375000000128,3.7499999999999947,-2
326,28.57750000000013,3.699999999999995,-2
327,28.66937500000013,3.649999999999995,-2
328,28.76000000000013,3.599999999999995,-2
329,28.84937500000013,3.5499999999999954,-2
330,28.93750000000013,3.4999999999999956,-2
331,29.02437500000013,3.4499999999999957,-2
332,29.11000000000013,3.399999999999996,-2
333,29.194375000000132,3.349999999999996,-2
334,29.27750000000013,3.2999999999999963,-2
335,29.35937500000013,3.2499999999999964,-2
336,29.440000000000133,3.1999999999999966,-2
337,29.51937500000013,3.149999999999997,-2
338,29.59750000000013,3.099999999999997,-2
339,29.674375000000133,3.049999999999997,-2
340,29.750000000000135,2.9999999999999973,-2
341,29.824375000000135,2.9499999999999975,-2
342,29.897500000000136,2.8999999999999977,-2
343,29.969375000000138,2.849999999999998,-2
344,30.040000000000138,2.799999999999998,-2
345,30.10937500000014,2.7499999999999982,-2
346,30.17750000000014,2.6999999999999984,-2
347,30.24437500000014,2.6499999999999986,-2
348,30.31000000000014,2.5999999999999988,-2
349,30.374375000000143,2.549999999999999,-2
350,30.437500000000142,2.499999999999999,-2
351,30.499375000000143,2.4499999999999993,-2
352,30.560000000000144,2.3999999999999995,-2
353,30.619375000000144,2.3499999999999996,-2
354,30.677500000000144,2.3,-2
355,30.734375000000146,2.25,-2
356,30.790000000000145,2.2,-2
357,30.844375000000145,2.1500000000000004,-2
358,30.897500000000147,2.1000000000000005,-2
359,30.949375000000146,2.0500000000000007,-2
360,31.000000000000146,2.000000000000001,-2
361,31.049375000000147,1.9500000000000008,-2
362,31.097500000000146,1.9000000000000008,-2
363,31.144375000000146,1.8500000000000008,-2
364,31.190000000000147,1.8000000000000007,-2
365,31.23437500000015,1.7500000000000007,-2
366,31.27750000000015,1.7000000000000006,-2
367,31.31937500000015,1.6500000000000006,-2
368,31.360000000000152,1.6000000000000005,-2
369,31.399375000000152,1.5500000000000005,-2
370,31.437500000000153,1.5000000000000004,-2
371,31.474375000000155,1.4500000000000004,-2
372,31.510000000000154,1.4000000000000004,-2
373,31.544375000000155,1.3500000000000003,-2
374,31.577500000000157,1.3000000000000003,-2
375,31.609375000000156,1.2500000000000002,-2
376,31.640000000000157,1.2000000000000002,-2
377,31.66937500000016,1.1500000000000001,-2
378,31.697500000000158,1.1,-2
379,31.72437500000016,1.05,-2
380,31.75000000000016,1,-2
381,31.77437500000016,0.95,-2
382,31.79750000000016,0.8999999999999999,-2
383,31.81937500000016,0.8499999999999999,-2
384,31.84000000000016,0.7999999999999998,-2
385,31.85937500000016,0.7499999999999998,-2
386,31.87750000000016,0.6999999999999997,-2
387,31.89437500000016,0.6499999999999997,-2
388,31.91000000000016,0.5999999999999996,-2
389,31.92437500000016,0.5499999999999996,-2
390,31.937500000000163,0.4999999999999996,-2
391,31.949375000000163,0.4499999999999996,-2
392,31.960000000000164,0.39999999999999963,-2
393,31.969375000000166,0.34999999999999964,-2
394,31.977500000000166,0.29999999999999966,-2
395,31.984375000000167,0.24999999999999967,-2
396,31.99000000000017,0.19999999999999968,-2
397,31.99437500000017,0.1499999999999997,-2
398,31.99750000000017,0.09999999999999969,-2
399,31.99937500000017,0.049999999999999684,-2
